"VESTIGINGSNUMMER","url","PROVINCIE","BEVOEGD.GEZAG.NUMMER","BRIN.NUMMER","VESTIGINGSNAAM","STRAATNAAM","HUISNUMMER.TOEVOEGING","POSTCODE","PLAATSNAAM","GEMEENTENUMMER","GEMEENTENAAM","DENOMINATIE","TELEFOONNUMMER","INTERNETADRES","STRAATNAAM.CORRESPONDENTIEADRES","HUISNUMMER.TOEVOEGING.CORRESPONDENTIEADRES","POSTCODE.CORRESPONDENTIEADRES","PLAATSNAAM.CORRESPONDENTIEADRES","NODAAL.GEBIED.CODE","NODAAL.GEBIED.NAAM","RPA.GEBIED.CODE","RPA.GEBIED.NAAM","WGR.GEBIED.CODE","WGR.GEBIED.NAAM","COROPGEBIED.CODE","COROPGEBIED.NAAM","ONDERWIJSGEBIED.CODE","ONDERWIJSGEBIED.NAAM","RMC.REGIO.CODE","RMC.REGIO.NAAM"
"24BF00",NA,"Gelderland",82526,"24BF","PCBO Regenboog-Woudhuis","Lage Landenlaan","1","7325 NR","APELDOORN",200,"APELDOORN","Protestants-Christelijk",553667288,"                                                                                ","Lage Landenlaan","1","7325 NR","APELDOORN",27,"Apeldoorn",9,"Stedendriehoek",11,"Stedendriehoek",13,"Veluwe",7,"Apeldoorn en midden-IJsselgebied",11,"Stedendriehoek"
"24BL00",NA,"Noord-Holland",42558,"24BL","Openbare Basisschool 't Pierement","Beethovenstraat","62-64","1447 RS","PURMEREND",439,"PURMEREND","Openbaar",299460207,"www.obs-pierement.nl","Beethovenstraat","62-64","1447 RS","PURMEREND",44,"Amsterdam",20,"Zuidelijk Noord-Holland",21,"Agglomeratie Amsterdam",23,"Groot-Amsterdam",15,"Zuid-Noord-Holland",21,"Agglomeratie Amsterdam"
"24BM00","http://www.devlaamsereus.nl/visie/../downloads/schoolgids_2015.pdf","Noord-Holland",41579,"24BM","Openbare Basisschool de Vlaamse Reus","Hechtelstraat","49","1066 KK","AMSTERDAM",363,"AMSTERDAM","Openbaar",206177499,"www.devlaamsereus.nl","Hechtelstraat","49","1066 KK","AMSTERDAM",44,"Amsterdam",20,"Zuidelijk Noord-Holland",21,"Agglomeratie Amsterdam",23,"Groot-Amsterdam",15,"Zuid-Noord-Holland",21,"Agglomeratie Amsterdam"
"24BN00","http://www.trinoom.nl/images/2017_2018/Schoolgids/HVO-inkijkje-de-trinoom-Januari-2018.pdf","Gelderland",38001,"24BN","Openbare Basisschool Trinoom","Diemewei","4505","6605 XH","WIJCHEN",296,"WIJCHEN","Openbaar",246456608,"www.trinoom.nl","Diemewei","4505","6605 XH","WIJCHEN",30,"Nijmegen",13,"Nijmegen",14,"Arnhem/Nijmegen",15,"Arnhem/Nijmegen",11,"Oostelijk Maas-Waalgebied",14,"Arnhem/Nijmegen"
"24BP00","http://www.tmulderke.nl/Portals/1402/docs/Schoolgids%202014-2015%20mulderke.pdf","Noord-Brabant",32177,"24BP","RK Basisschool t Mulderke","Wislaan","219","5406 AC","UDEN",856,"UDEN","Rooms-Katholiek",413248230,"www.tmulderke.nl","Wislaan","219","5406 AC","UDEN",71,"Uden",27,"Noordoost-Brabant",36,"Noordoost-Brabant",35,"Noordoost-Noord-Brabant",12,"Noord-Noord-Brabant",36,"Noord-Oost-Brabant"
"24BR00","http://wroog.web2work.nl/Portals/788/Downloads/Jaargids-OBS%20De%20Cirkel%202015-2016.pdf","Noord-Brabant",13674,"24BR","Openbare Basisschool de Cirkel","Wislaan","221","5406 AC","UDEN",856,"UDEN","Openbaar",413256659,"www.obsdecirkel.nl","Wislaan","221","5406 AC","UDEN",71,"Uden",27,"Noordoost-Brabant",36,"Noordoost-Brabant",35,"Noordoost-Noord-Brabant",12,"Noord-Noord-Brabant",36,"Noord-Oost-Brabant"
"24CN00",NA,"Gelderland",61284,"24CN","Het Veer","Rottumstraat","85","6922 EX","DUIVEN",226,"DUIVEN","Protestants-Christelijk",316280550,"www.hetveer.nl","Rottumstraat","85","6922 EX","DUIVEN",26,"Arnhem",11,"IJssel en Rijn",14,"Arnhem/Nijmegen",15,"Arnhem/Nijmegen",9,"Arnhem en omstreken",14,"Arnhem/Nijmegen"
"24CZ00","https://www.maasveld-akkoord-po.nl/bestanden/460363/SCHOOLGIDS-2017-2018---DEFINITIEF.pdf","Limburg",41398,"24CZ","Openbare Basisschool het Maasveld","Beekpunge","57","5931 DP","TEGELEN",983,"VENLO","Openbaar",773260724,"www.maasveld-akkoord-po.nl","Postbus","3225","5930 AE","TEGELEN",76,"Venlo",29,"Noord-Limburg",38,"Noord-Limburg",37,"Noord-Limburg",23,"Noord-Limburg",38,"Gewest Limburg-Noord"
"24DA00",NA,"Gelderland",29810,"24DA","OBS De Muze","Limoslaan","25","6523 RZ","NIJMEGEN",268,"NIJMEGEN","Openbaar",243225545,"                                                                                ","Limoslaan","25","6523 RZ","NIJMEGEN",30,"Nijmegen",13,"Nijmegen",14,"Arnhem/Nijmegen",15,"Arnhem/Nijmegen",11,"Oostelijk Maas-Waalgebied",14,"Arnhem/Nijmegen"
"24DB00","http://www.obsdewisselborn.nl/bestanden/453831/Schoolgids-17-18-def.pdf","Limburg",83280,"24DB","Openbare Basisschool de Wissel","Jan van Salmstraat","5-A","6121 NE","BORN",1883,"SITTARD-GELEEN","Openbaar",464810430,"www.obsdewisselborn.nl","Postbus","134","6120 AC","BORN",78,"Sittard",32,"Westelijke Mijnstreek",40,"Westelijke Mijnstreek",39,"Zuid-Limburg",25,"Zuid-Limburg",39,"Gewest Zuid-Limburg"
"24DP00",NA,"Noord-Holland",41781,"24DP","Basisschool Oostelijke Eilanden","Kraijenhoffstraat","10","1018 RK","AMSTERDAM",363,"AMSTERDAM","Openbaar",206391045,"www.boe-amsterdam.nl","Kraijenhoffstraat","10","1018 RK","AMSTERDAM",44,"Amsterdam",20,"Zuidelijk Noord-Holland",21,"Agglomeratie Amsterdam",23,"Groot-Amsterdam",15,"Zuid-Noord-Holland",21,"Agglomeratie Amsterdam"
"24DR00","http://www.dedromedaris.nl/Portals/774/docs/Schoolgids%202011-2015%20webversie.pdf","Gelderland",43487,"24DR","OBD De Dromedaris","Wolfsbossingel","105","6642 CM","BEUNINGEN GLD",209,"BEUNINGEN","Algemeen bijzonder",246777428,"www.dedromedaris.nl","Wolfsbossingel","105","6642 CM","BEUNINGEN GLD",30,"Nijmegen",13,"Nijmegen",14,"Arnhem/Nijmegen",15,"Arnhem/Nijmegen",11,"Oostelijk Maas-Waalgebied",14,"Arnhem/Nijmegen"
"24DV00",NA,"Noord-Brabant",41860,"24DV","Openbare basisschool het Toverkruid","Dalkruid","23","5721 RR","ASTEN",743,"ASTEN","Openbaar",493697439,"                                                                                ","Dalkruid","23","5721 RR","ASTEN",74,"Helmond",28,"Zuidoost-Brabant",37,"Zuidoost-Brabant",36,"Zuidoost-Noord-Brabant",22,"Zuidoost-Noord-Brabant",37,"Zuidoost-Brabant"
"24EC00",NA,"Groningen",41803,"24EC","Ref Basisschool de Zaaier","Dierenriemstraat","2-A","9742 AH","GRONINGEN",14,"GRONINGEN","Reformatorisch",505798727,"www.dezaaiergroningen.nl","Dierenriemstraat","2-A","9742 AH","GRONINGEN",1,"Groningen",3,"Centraal-Groningen",3,"Centraal en westelijk Groningen",3,"Overig Groningen",1,"Groningen en omstreken",3,"Centraal en Westelijk Groningen"
"24ED00","http://www.montessori-emmen.nl/bestanden/file/Montessorischool%20Informatiegids%2C%202017-2018.pdf","Drenthe",10249,"24ED","Openbare Basisschool Montessori","A.L. Lesturgeonstraat","3","7815 VD","EMMEN",114,"EMMEN","Openbaar",591659874,"www.montessori-emmen.nl","Postbus","1117","7801 BC","EMMEN",12,"Emmen",5,"Zuid- en Midden-Drenthe",8,"Zuidoost-Drenthe",8,"Zuidoost-Drenthe",4,"Assen-Hoogeveen-Emmen",8,"Zuid-Oost Drenthe"
"24EE00",NA,"Limburg",42669,"24EE","De Poort Montessori Basisschool","Kard van Rossumplein","99","6221 SZ","MAASTRICHT",935,"MAASTRICHT","Algemeen bijzonder",433214917,"www.mbsdepoort.nl","Kard van Rossumplein","99","6221 SZ","MAASTRICHT",80,"Maastricht",34,"Maastricht Mergelland",42,"Maastricht en Mergelland",39,"Zuid-Limburg",25,"Zuid-Limburg",39,"Gewest Zuid-Limburg"
"24EJ00","http://www.noorscholen.nl/alihsaan/wp-content/uploads/sites/2/2016/01/Schoolgids-basisschool-Al-Ihsaan.pdf","Flevoland",40077,"24EJ","Islamitische Basisschool Al Iman","Harderwijkoever","3","1324 HA","ALMERE",34,"ALMERE","Islamitisch",365304737,"www.noorscholen.nl","Harderwijkoever","3","1324 HA","ALMERE",28,"Harderwijk",15,"Flevoland",18,"Flevoland",40,"Flevoland",10,"Harderwijk-Amersfoort",18,"Flevoland"
"24EJ01","http://www.noorscholen.nl/alihsaan/wp-content/uploads/sites/2/2016/01/Schoolgids-basisschool-Al-Ihsaan.pdf","Noord-Holland",40077,"24EJ","Ayoub","Buisweg","9","1222 EZ","HILVERSUM",402,"HILVERSUM","Islamitisch",356468899,"www.noorscholen.nl","Buisweg","9","1222 EZ","HILVERSUM",45,"Hilversum",16,"Gooi en Vechtstreek",20,"Gooi en Vechtstreek",24,"Het Gooi en Vechtstreek",15,"Zuid-Noord-Holland",20,"Gooi en Vechtstreek"
"24EL00",NA,"Noord-Brabant",41863,"24EL","Islamitische Basisschool","Meidoornlaan","42","4621 BR","BERGEN OP ZOOM",748,"BERGEN OP ZOOM","Islamitisch",164255873,"                                                                                ","Postbus","19040","4602 BA","BERGEN OP ZOOM",64,"Bergen op Zoom",25,"West-Brabant",34,"West-Brabant",33,"West-Noord-Brabant",20,"West-Noord-Brabant",34,"West-Brabant"
"24ER00","http://www.alamana.nl/wp-content/uploads/2014/02/alamana_schoolgids-15nov17.pdf","Gelderland",41820,"24ER","Al Amana","Goudenstein","9","6714 DA","EDE GLD",228,"EDE","Islamitisch",318634293,"www.alamana.nl","Goudenstein","9","6714 DA","EDE GLD",29,"Ede",10,"De Vallei",16,"Eem en Vallei",13,"Veluwe",9,"Arnhem en omstreken",16,"Eem en Vallei"
"24FE00",NA,"Gelderland",31076,"24FE","Islamitische Basisschool Ibn-I Sina","Agnietenstraat","227","6822 JP","ARNHEM",202,"ARNHEM","Islamitisch",264428599,"www.ibnisina.nl","Postbus","3020","6802 DA","ARNHEM",26,"Arnhem",11,"IJssel en Rijn",14,"Arnhem/Nijmegen",15,"Arnhem/Nijmegen",9,"Arnhem en omstreken",14,"Arnhem/Nijmegen"
"24FK00",NA,"Gelderland",31076,"24FK","Basisschool Hidaya, school op islamitische grondslag","Heiweg","99","6533 PA","NIJMEGEN",268,"NIJMEGEN","Islamitisch",243606527,"                                                                                ","Heiweg","99","6533 PA","NIJMEGEN",30,"Nijmegen",13,"Nijmegen",14,"Arnhem/Nijmegen",15,"Arnhem/Nijmegen",11,"Oostelijk Maas-Waalgebied",14,"Arnhem/Nijmegen"
"24FP00",NA,"Gelderland",24715,"24FP","Rehoboth","Patrijsstraat","1-A","4043 MP","OPHEUSDEN",1740,"NEDER-BETUWE","Reformatorisch",488443009,"                                                                                ","Postbus","38","4043 ZG","OPHEUSDEN",31,"Tiel",14,"Rivierenland",15,"Rivierenland",16,"Zuidwest-Gelderland",11,"Oostelijk Maas-Waalgebied",15,"Rivierenland"
"24JJ00",NA,"Limburg",41516,"24JJ","Openbare Basisschool De Trampoline","Prins Bernhardstraat","40-B","6441 AL","BRUNSSUM",899,"BRUNSSUM","Openbaar",455275277,"www.obsdetrampoline.nl","Prins Bernhardstraat","40-B","6441 AL","BRUNSSUM",79,"Heerlen",33,"Parkstad Limburg",41,"Oostelijk Zuid-Limburg",39,"Zuid-Limburg",25,"Zuid-Limburg",39,"Gewest Zuid-Limburg"
"24MK00",NA,"Gelderland",77235,"24MK","Openbare Basisschool Toermalijn","Bergkristal","19","6922 NP","DUIVEN",226,"DUIVEN","Openbaar",316266738,"                                                                                ","Bergkristal","19","6922 NP","DUIVEN",26,"Arnhem",11,"IJssel en Rijn",14,"Arnhem/Nijmegen",15,"Arnhem/Nijmegen",9,"Arnhem en omstreken",14,"Arnhem/Nijmegen"
"24MK01",NA,"Gelderland",77235,"24MK","Wereldwijzer","Goudenregenstraat","1","6921 EG","DUIVEN",226,"DUIVEN","Openbaar",316261604,"                                                                                ","Goudenregenstraat","1","6921 EG","DUIVEN",26,"Arnhem",11,"IJssel en Rijn",14,"Arnhem/Nijmegen",15,"Arnhem/Nijmegen",9,"Arnhem en omstreken",14,"Arnhem/Nijmegen"
"24MR00",NA,"Flevoland",41676,"24MR","Openbare Basisschool de Albatros","Edelhertweg","85","1338 EB","ALMERE",34,"ALMERE","Openbaar",365328971,"                                                                                ","Edelhertweg","85","1338 EB","ALMERE",28,"Harderwijk",15,"Flevoland",18,"Flevoland",40,"Flevoland",10,"Harderwijk-Amersfoort",18,"Flevoland"
"24MU00",NA,"Drenthe",42719,"24MU","Openbare Basisschool Heksenketel","Tarwehullen","1","9403 WD","ASSEN",106,"ASSEN","Openbaar",592820590,"www.deheksenketel.nl","Tarwehullen","1","9403 WD","ASSEN",11,"Assen",3,"Centraal-Groningen",7,"Noord- en Midden-Drenthe",7,"Noord-Drenthe",4,"Assen-Hoogeveen-Emmen",7,"Noord- en Midden Drenthe"
"24MW00",NA,"Noord-Holland",40400,"24MW","Islamitische Basisschool El Kadisia","Piet Mondriaanplein","2","1061 SC","AMSTERDAM",363,"AMSTERDAM","Islamitisch",206138648,"www.stichtingelamal.nl","Piet Mondriaanplein","2","1061 SC","AMSTERDAM",44,"Amsterdam",20,"Zuidelijk Noord-Holland",21,"Agglomeratie Amsterdam",23,"Groot-Amsterdam",15,"Zuid-Noord-Holland",21,"Agglomeratie Amsterdam"
"24MW02",NA,"Noord-Holland",40400,"24MW","Islamitische Basisschool El Kadisia","Spijkerboorpad","4","2037 EA","HAARLEM",392,"HAARLEM","Islamitisch",235335540,"www.stichtingelamal.nl","Spijkerboorpad","4","2037 EA","HAARLEM",43,"Haarlem",20,"Zuidelijk Noord-Holland",25,"West-Kennemerland",21,"Agglomeratie Haarlem",15,"Zuid-Noord-Holland",25,"West-Kennemerland"
"24MW04","http://www.alislaah.nl/docs/Schoolgids%20Al%20Islaah%202016%202017.pdf","Gelderland",40400,"24MW","Islamitische Basisschool Al-Islaah","Bosboom-Toussaintstraat","1","3842 ZZ","HARDERWIJK",243,"HARDERWIJK","Islamitisch",341429001,"www.alislaah.nl","Bosboom-Toussaintstraat","1","3842 ZZ","HARDERWIJK",28,"Harderwijk",8,"Noordwest-Veluwe",17,"Noordwest-Veluwe",13,"Veluwe",10,"Harderwijk-Amersfoort",17,"Noordwest-Veluwe"
"24MY00",NA,"Noord-Holland",41191,"24MY","Openbare Basisschool Meander","De Hucht","2","1851 ZC","HEILOO",399,"HEILOO","Openbaar",725339935,"www.basisschoolmeander.nl","De Hucht","2","1851 ZC","HEILOO",38,"Alkmaar",19,"Noord-Holland-Noord",24,"Noord-Kennemerland",19,"Alkmaar en omgeving",14,"Noord-Noord-Holland",24,"Noord-Kennemerland"
"24NK00","http://www.obsbroekhem.nl/bestanden/458084/schoolgids-2017-2018.pdf","Limburg",42669,"24NK","Openbare Basisschool Broekhem","Keelstraat","3","6301 XT","VALKENBURG LB",994,"VALKENBURG AAN DE GEUL","Openbaar",436016793,"www.obsbroekhem.nl","Keelstraat","3","6301 XT","VALKENBURG LB",80,"Maastricht",34,"Maastricht Mergelland",42,"Maastricht en Mergelland",39,"Zuid-Limburg",25,"Zuid-Limburg",39,"Gewest Zuid-Limburg"
"24NL00",NA,"Noord-Brabant",41471,"24NL","Openbare Basisschool de Wingerd","Kersenberg","52","4708 KC","ROOSENDAAL",1674,"ROOSENDAAL","Openbaar",165564348,"www.wingerd.nl","Kersenberg","52","4708 KC","ROOSENDAAL",65,"Roosendaal en Nispen",25,"West-Brabant",34,"West-Brabant",33,"West-Noord-Brabant",20,"West-Noord-Brabant",34,"West-Brabant"
"24NM00",NA,"Noord-Brabant",13674,"24NM","Openbare Basisschool Mettegeupel","Litherweg","4","5346 JD","OSS",828,"OSS","Openbaar",412628004,"www.obsmettegeupel.nl","Litherweg","4","5346 JD","OSS",72,"Oss",27,"Noordoost-Brabant",36,"Noordoost-Brabant",35,"Noordoost-Noord-Brabant",12,"Noord-Noord-Brabant",36,"Noord-Oost-Brabant"
"24NN00",NA,"Noord-Brabant",40278,"24NN","Openbare Basisschool de Pionier","Zeislaan","3","4904 VC","OOSTERHOUT NB",826,"OOSTERHOUT","Openbaar",162437832,"www.obsdepionier.nl","Zeislaan","3","4904 VC","OOSTERHOUT NB",66,"Breda",25,"West-Brabant",34,"West-Brabant",33,"West-Noord-Brabant",20,"West-Noord-Brabant",34,"West-Brabant"
"24NP00",NA,"Noord-Brabant",40278,"24NP","Rooms Katholieke Basisschool de Meander","Frits van Egtersstraat","1","4906 HB","OOSTERHOUT NB",826,"OOSTERHOUT","Rooms-Katholiek",162423875,"www.de-meander.nl","Frits van Egtersstraat","1","4906 HB","OOSTERHOUT NB",66,"Breda",25,"West-Brabant",34,"West-Brabant",33,"West-Noord-Brabant",20,"West-Noord-Brabant",34,"West-Brabant"
"24NT00",NA,"Noord-Holland",40586,"24NT","Stichting Montessori Basisschool de Eilanden","Grote Bickersstraat","102","1013 KS","AMSTERDAM",363,"AMSTERDAM","Algemeen bijzonder",206209608,"                                                                                ","Grote Bickersstraat","102","1013 KS","AMSTERDAM",44,"Amsterdam",20,"Zuidelijk Noord-Holland",21,"Agglomeratie Amsterdam",23,"Groot-Amsterdam",15,"Zuid-Noord-Holland",21,"Agglomeratie Amsterdam"
"24NV00",NA,"Limburg",42669,"24NV","Neutraal Bijzondere Basisschool Tangram","Kramsvogel","42","6245 RE","EIJSDEN",1903,"EIJSDEN-MARGRATEN","Algemeen bijzonder",434094729,"www.tangramschool.nl","Postbus","21","6245 ZG","EIJSDEN",80,"Maastricht",34,"Maastricht Mergelland",42,"Maastricht en Mergelland",39,"Zuid-Limburg",25,"Zuid-Limburg",39,"Gewest Zuid-Limburg"
"24PC00","http://www.dynamishoorn.nl/content/17815/download/clnt/78942_Schoolgids_17_-_18_de_site.pdf","Noord-Holland",31657,"24PC","Dynamis","Stan Kentonhof","86","1628 TR","HOORN NH",405,"HOORN","Protestants-Christelijk",229230291,"www.dynamishoorn.nl","Postbus","3032","1620 GA","HOORN NH",40,"Hoorn",19,"Noord-Holland-Noord",22,"Westfriesland",18,"Kop van Noord-Holland",14,"Noord-Noord-Holland",22,"West-Friesland"
"24PV00","http://bsaboe.nl/wp-content/uploads/2017/09/Schoolgids-24PV-Aboe-el-Chayr-2017-2018-v15.pdf","Noord-Brabant",41863,"24PV","Basisschool Aboe El-Chayr","Dirigentenlaan","27","5049 EA","TILBURG",855,"TILBURG","Islamitisch",134562267,"www.bsaboe.nl","Dirigentenlaan","27","5049 EA","TILBURG",68,"Tilburg",26,"Midden-Brabant",35,"Midden-Brabant",34,"Midden-Noord-Brabant",21,"Tilburg en omstreken",35,"Midden-Brabant"
"24PX00",NA,"Noord-Holland",40284,"24PX","Algemeen Bijzondere Basisschool Icarus","Kerklaan","90-92","2101 HS","HEEMSTEDE",397,"HEEMSTEDE","Algemeen bijzonder",235470982,"www.icarusheemstede.nl","Kerklaan","90-92","2101 HS","HEEMSTEDE",43,"Haarlem",20,"Zuidelijk Noord-Holland",25,"West-Kennemerland",21,"Agglomeratie Haarlem",15,"Zuid-Noord-Holland",25,"West-Kennemerland"
"24RA00",NA,"Noord-Holland",41296,"24RA","Waterlandschool","Reigersbek","2-4","1441 SZ","PURMEREND",439,"PURMEREND","Antroposofisch",299421672,"http://www.waterlandschool.nl/","Reigersbek","2-4","1441 SZ","PURMEREND",44,"Amsterdam",20,"Zuidelijk Noord-Holland",21,"Agglomeratie Amsterdam",23,"Groot-Amsterdam",15,"Zuid-Noord-Holland",21,"Agglomeratie Amsterdam"
"24RH00","http://gbshetanker.nl/wp-content/uploads/2017/07/Schoolgids-GBS-Het-Anker-2017-2018.pdf","Noord-Holland",41646,"24RH","Gereformeerde Basisschool","Grote Buitendijk","48","1991 BZ","VELSERBROEK",453,"VELSEN","Gereformeerd vrijgemaakt",235391688,"www.gbshetanker.nl","Grote Buitendijk","48","1991 BZ","VELSERBROEK",42,"Velsen",20,"Zuidelijk Noord-Holland",25,"West-Kennemerland",20,"IJmond",15,"Zuid-Noord-Holland",25,"West-Kennemerland"
"24RK00","http://www.haal-veluweplus.nl/de-waterspiegel/wp-content/uploads/sites/29/2013/07/Schoolgids-WSP-16-17.pdf","Flevoland",40945,"24RK","Gereformeerde Basisschool De Waterspiegel","Haagbeukweg","36-38","1326 CR","ALMERE",34,"ALMERE","Gereformeerd vrijgemaakt",365374061,"www.gbsdewaterspiegel.nl","Haagbeukweg","36-38","1326 CR","ALMERE",28,"Harderwijk",15,"Flevoland",18,"Flevoland",40,"Flevoland",10,"Harderwijk-Amersfoort",18,"Flevoland"
"24RK01","http://www.haal-veluweplus.nl/ebsdeoase/wp-content/uploads/sites/32/2013/07/Oase-Informatiegids-2017-2018-zonder-adressen.pdf","Flevoland",40945,"24RK","De Oase","H J A Hovens Grevestraat","1","1333 KX","ALMERE",34,"ALMERE","Gereformeerd vrijgemaakt",365376532,"www.ebsdeoase.nl","H J A Hovens Grevestraat","1","1333 KX","ALMERE",28,"Harderwijk",15,"Flevoland",18,"Flevoland",40,"Flevoland",10,"Harderwijk-Amersfoort",18,"Flevoland"
"24RM00","https://www.pcbbranding.nl/syndeo_data/media/schoolgids_2017_website.pdf","Gelderland",41337,"24RM","Basisschool met de Bijbel de Branding","Lange Voren","90","3773 AT","BARNEVELD",203,"BARNEVELD","Protestants-Christelijk",342424742,"www.pcbbranding.nl","Lange Voren","90","3773 AT","BARNEVELD",35,"Amersfoort",10,"De Vallei",16,"Eem en Vallei",13,"Veluwe",10,"Harderwijk-Amersfoort",16,"Eem en Vallei"
"24RN00","https://www.wvobarneveld.nl/media/bestanden/17_1052_WVO001schoolgids2017_2018webversieWEB.pdf","Gelderland",83579,"24RN","Willem van Oranje School Hervormde School Basisonderwijs","Lange Voren","88","3773 AS","BARNEVELD",203,"BARNEVELD","Protestants-Christelijk",342490651,"www.wvobarneveld.nl","Lange Voren","88","3773 AS","BARNEVELD",35,"Amersfoort",10,"De Vallei",16,"Eem en Vallei",13,"Veluwe",10,"Harderwijk-Amersfoort",16,"Eem en Vallei"
"24RZ00",NA,"Noord-Brabant",41863,"24RZ","Islamitische Basisschool Okba Ibnoe Nafi","Hooilaan","3","4816 EM","BREDA",758,"BREDA","Islamitisch",765812764,"                                                                                ","Hooilaan","3","4816 EM","BREDA",66,"Breda",25,"West-Brabant",34,"West-Brabant",33,"West-Noord-Brabant",20,"West-Noord-Brabant",34,"West-Brabant"
"24TA00",NA,"Noord-Brabant",41228,"24TA","Basisschool de Nieuwe Link","Professor Regoutstraat","110","5348 AH","OSS",828,"OSS","Algemeen bijzonder",412627341,"www.bsdenieuwelink.nl","Postbus","528","5340 AM","OSS",72,"Oss",27,"Noordoost-Brabant",36,"Noordoost-Brabant",35,"Noordoost-Noord-Brabant",12,"Noord-Noord-Brabant",36,"Noord-Oost-Brabant"
"24TB00",NA,"Noord-Holland",40294,"24TB","El-Amien Islamitische Basisschool","Saaftingestraat","312","1069 BW","AMSTERDAM",363,"AMSTERDAM","Islamitisch",206199970,"www.elamien.nl","Saaftingestraat","312","1069 BW","AMSTERDAM",44,"Amsterdam",20,"Zuidelijk Noord-Holland",21,"Agglomeratie Amsterdam",23,"Groot-Amsterdam",15,"Zuid-Noord-Holland",21,"Agglomeratie Amsterdam"
"24TC00","https://europaschool.espritscholen.nl/fileadmin/europa-school/documenten/Schoolgids_Europaschool_2017-2018.pdf","Noord-Holland",40586,"24TC","Europaschool","Hygieaplein","8","1076 RT","AMSTERDAM",363,"AMSTERDAM","Algemeen bijzonder",205854811,"www.europaschool.nl","Prinses Irenestraat","59","1077 WV","AMSTERDAM",44,"Amsterdam",20,"Zuidelijk Noord-Holland",21,"Agglomeratie Amsterdam",23,"Groot-Amsterdam",15,"Zuid-Noord-Holland",21,"Agglomeratie Amsterdam"
"24TC02",NA,"Noord-Holland",40586,"24TC","Amsterdamse International Community School","Prinses Irenestraat","59","1077 WV","AMSTERDAM",363,"AMSTERDAM","Algemeen bijzonder",205771240,"www.aics.espritscholen.nl","Prinses Irenestraat","59","1077 WV","AMSTERDAM",44,"Amsterdam",20,"Zuidelijk Noord-Holland",21,"Agglomeratie Amsterdam",23,"Groot-Amsterdam",15,"Zuid-Noord-Holland",21,"Agglomeratie Amsterdam"
"24TL00",NA,"Noord-Brabant",31076,"24TL","Islam Basisschool Bedir","Klarinetstraat","4","5402 BE","UDEN",856,"UDEN","Islamitisch",413332349,"                                                                                ","Klarinetstraat","4","5402 BE","UDEN",71,"Uden",27,"Noordoost-Brabant",36,"Noordoost-Brabant",35,"Noordoost-Noord-Brabant",12,"Noord-Noord-Brabant",36,"Noord-Oost-Brabant"
"24TZ00","http://www.haal-veluweplus.nl/indelichtkring/wp-content/uploads/sites/30/2013/07/schoolgids-2017-2018-website-algemeen-klein.pdf","Flevoland",40945,"24TZ","Gereformeerde Basisschool In de Lichtkring","Naarderweg","2","3891 DK","ZEEWOLDE",50,"ZEEWOLDE","Gereformeerd vrijgemaakt",365223265,"www.indelichtkring.nl","Postbus","190","3890 AD","ZEEWOLDE",28,"Harderwijk",15,"Flevoland",18,"Flevoland",40,"Flevoland",10,"Harderwijk-Amersfoort",17,"Noordwest-Veluwe"
"24UA00","https://www.dewisseluitgeest.nl/syndeo_data/media/pdf_bestanden/Schoolgids_2017-2018.pdf","Noord-Holland",41191,"24UA","Openbare Basisschool De Wissel","De Hoop","3","1911 KX","UITGEEST",450,"UITGEEST","Openbaar",251880707,"www.dewisseluitgeest.nl","De Hoop","3","1911 KX","UITGEEST",42,"Velsen",20,"Zuidelijk Noord-Holland",25,"West-Kennemerland",20,"IJmond",15,"Zuid-Noord-Holland",25,"West-Kennemerland"
"24UE00",NA,"Limburg",40307,"24UE","El Wahda Islamitische Basisschool","Voskuilenweg","137","6416 AJ","HEERLEN",917,"HEERLEN","Islamitisch",455716152,"www.elwahda.heerlen.kennisnet.nl","Voskuilenweg","137","6416 AJ","HEERLEN",79,"Heerlen",33,"Parkstad Limburg",41,"Oostelijk Zuid-Limburg",39,"Zuid-Limburg",25,"Zuid-Limburg",39,"Gewest Zuid-Limburg"
"24UN00",NA,"Flevoland",40950,"24UN","Rooms Katholieke Baisschool de Lettertuin","Zonnebloemweg","68","1338 TV","ALMERE",34,"ALMERE","Rooms-Katholiek",365370738,"www.kbslettertuin.nl","Zonnebloemweg","68","1338 TV","ALMERE",28,"Harderwijk",15,"Flevoland",18,"Flevoland",40,"Flevoland",10,"Harderwijk-Amersfoort",18,"Flevoland"
"24ZH00",NA,"Noord-Holland",40389,"24ZH","Islam Bs As Soeffah","EGoli","10","1103 AC","AMSTERDAM",363,"AMSTERDAM","Islamitisch",206002743,"www.as-soeffah.nl","Hoogoord","257","1102 CN","AMSTERDAM",44,"Amsterdam",20,"Zuidelijk Noord-Holland",21,"Agglomeratie Amsterdam",23,"Groot-Amsterdam",15,"Zuid-Noord-Holland",21,"Agglomeratie Amsterdam"
"25CF00",NA,"Flevoland",41676,"25CF","Openbare Basisschool de Hasselbraam","Iepenstraat","1-2","1326 DB","ALMERE",34,"ALMERE","Openbaar",365399440,"www.hasselbraam.asg-almere.nl","Iepenstraat","1-2","1326 DB","ALMERE",28,"Harderwijk",15,"Flevoland",18,"Flevoland",40,"Flevoland",10,"Harderwijk-Amersfoort",18,"Flevoland"
